chr	start	end	average
chrI	11110001	11120000	3.67612493144572
chrI	11140001	11150000	7.07308049105121
chrI	11150001	11160000	8.50480156741602
chrI	11230001	11240000	6.06482756177783
chrI	11240001	11250000	2.99894879803091
chrI	11250001	11260000	5.58066417673438
chrI	11260001	11270000	6.44695528315977
chrI	11270001	11280000	1.43244353273216
chrI	11280001	11290000	5.22480539581213
chrI	11290001	11300000	1.35346115981453
chrI	11300001	11310000	6.57958503109347
chrI	11310001	11320000	5.21186441385279
chrI	11340001	11350000	8.04770879599447
chrI	11360001	11370000	1.2093994254149
chrI	11420001	11430000	4.34057323571708
chrI	11430001	11440000	5.24093148888818
chrI	11440001	11450000	6.14584311603514
chrI	11450001	11460000	7.20912411702696
chrI	11460001	11470000	6.79364807944872
chrI	11470001	11480000	5.49090175076332
chrI	11480001	11490000	5.30598834931833
chrI	11490001	11500000	2.68042659197035
chrI	11500001	11510000	1.56686064191069
chrI	11530001	11540000	4.57946094974604
chrI	11560001	11570000	2.61965329918398
chrI	11630001	11640000	7.73574361517357
chrI	11640001	11650000	3.90391858123683
chrI	11690001	11700000	2.14225228775639
chrI	11710001	11720000	2.46935090444294
chrI	11720001	11730000	6.32858810307934
chrI	11730001	11740000	2.16397394357315
chrI	11840001	11850000	2.96405113879324
chrI	12010001	12020000	4.61208762833538
chrI	12020001	12030000	8.06495187886057
chrI	12030001	12040000	2.97213628011925
chrI	12070001	12080000	4.67807613487719
chrI	12090001	12100000	4.12380970046508
chrI	12100001	12110000	5.34699785059343
chrI	12110001	12120000	3.53908971468796
chrI	12120001	12130000	5.81767393609335
chrI	12130001	12140000	5.9789986626649
chrI	12150001	12160000	2.5928745220428
chrI	12240001	12250000	6.2007903544433
chrI	12250001	12260000	6.32107639628878
chrI	12260001	12270000	5.27948759422693
chrI	12270001	12280000	7.61801836753562
chrI	12290001	12300000	4.61789436018663
chrI	12300001	12310000	6.67692480055716
chrI	12310001	12320000	4.98653186101848
chrI	12320001	12330000	5.32215112796008
chrI	12330001	12340000	2.37594791775744
chrI	12350001	12360000	9.24296986365872
chrI	12360001	12370000	4.09161607548049
chrI	12370001	12380000	7.31853644217769
chrI	12380001	12390000	5.04700711978037
chrI	12390001	12400000	7.86187559453878
chrI	12400001	12410000	5.50959583612362
chrI	12410001	12420000	4.88303509206114
chrI	12430001	12440000	5.57336214185911
chrI	12440001	12450000	6.92169225639314
chrI	12450001	12460000	6.27096113350017
chrI	12460001	12470000	4.07787349828316
chrI	12470001	12480000	3.5885192563913
chrI	12490001	12500000	1.35602328209313
chrI	12500001	12510000	2.06532268790493
chrI	12510001	12520000	2.12519996836819
chrI	12580001	12590000	2.71172262337298
chrI	12600001	12610000	1.29936842881816
chrI	12610001	12620000	3.78717269540637
chrI	12620001	12630000	3.52439993728481
chrI	12630001	12640000	6.81958159601762
chrI	12680001	12690000	8.96636875214541
chrI	12690001	12700000	3.97835548610113
chrI	12700001	12710000	8.70513276276494
chrI	12710001	12720000	6.38454142105637
chrI	12760001	12770000	3.73424854784083
chrI	12770001	12780000	4.02842419711881
chrI	12780001	12790000	6.26626614380861
chrI	12860001	12870000	6.15500730829966
chrI	12940001	12950000	1.97441400845356
chrI	13000001	13010000	3.5507780954858
chrI	13010001	13020000	6.30080052491413
chrI	13020001	13030000	3.98705852241367
chrI	13040001	13050000	1.98399012882064
chrI	13050001	13060000	2.79941740447568
chrI	13060001	13070000	3.44304909146917
chrI	13070001	13080000	5.60473032106244
chrI	13080001	13090000	3.92690219752485
chrI	13100001	13110000	2.3391551006727
chrI	13110001	13120000	7.88247006221065
chrI	13120001	13130000	6.31175485788072
chrI	13130001	13140000	5.0179295267552
chrI	13140001	13150000	2.62440096983922
chrI	13170001	13180000	2.46135700309929
chrI	13180001	13190000	3.57220889968374
chrI	13190001	13200000	4.34130388407932
chrI	13200001	13210000	5.83801511267295
chrI	13210001	13220000	7.03863953357163
chrI	13220001	13230000	2.58866860141154
chrI	13520001	13530000	1.80895934286233
chrI	13590001	13600000	5.03759105700553
chrI	13600001	13610000	2.51455051106184
chrI	13700001	13710000	4.08459388260556
chrI	13710001	13720000	8.94583033963756
chrI	13720001	13730000	5.75583671567006
chrI	13730001	13740000	6.1156525706587
chrI	13740001	13750000	3.30409623751319
chrI	13780001	13790000	3.6422260019621
chrI	13870001	13880000	5.30227220634644
chrI	13880001	13890000	1.66002240586483
chrI	13890001	13900000	3.88927184652348
chrI	13900001	13910000	9.25204938408275
chrI	13910001	13920000	5.37232974178133
chrI	13920001	13930000	5.23347861465049
chrI	13930001	13940000	5.79649289548453
chrI	13960001	13970000	4.80945881430078
chrI	13980001	13990000	2.83901821463896
chrI	13990001	14000000	1.44326854224102
chrI	14000001	14010000	3.82486216678953
chrI	14010001	14020000	3.52493233699133
chrI	14020001	14030000	3.76181522386255
chrI	14030001	14040000	2.19095712131294
chrI	14150001	14160000	2.07653834049311
chrI	14170001	14180000	1.90467131876599
chrI	14180001	14190000	3.34715858940189
chrI	14200001	14210000	3.3765351361921
chrI	14240001	14250000	1.9476935442927
chrI	14250001	14260000	5.44148581472135
chrI	14260001	14270000	7.18160761343296
chrI	14270001	14280000	8.21887174264563
chrI	14280001	14290000	1.12139311230805
chrI	14330001	14340000	8.39039151856941
chrI	14350001	14360000	2.87538345280117
chrI	14370001	14380000	7.26468898862018
chrI	14390001	14400000	3.38462659410435
chrI	14400001	14410000	5.32463331225265
chrI	14420001	14430000	2.26469826743604
chrI	14430001	14440000	2.16101358253813
chrI	14440001	14450000	5.51575456756077
chrI	14450001	14460000	3.75084963661523
chrI	14540001	14550000	2.0754052503062
chrI	14580001	14590000	1.10931025841448
chrI	14820001	14830000	1.97368530372995
chrI	14850001	14860000	2.14169162440937
chrI	14860001	14870000	2.49660805252759
chrI	14870001	14880000	4.89698995646377
chrI	14880001	14890000	4.64482829720201
chrI	14890001	14900000	1.32072583640307
chrI	14900001	14910000	3.67485778793976
chrI	14910001	14920000	1.96450649929043
chrI	14920001	14930000	2.17278751454765
chrI	14930001	14940000	1.71619313129082
chrI	14940001	14950000	1.05337785570628
chrI	14950001	14960000	1.49267733973385
chrI	14970001	14980000	2.35660336435179
chrI	14980001	14990000	7.89611540741759
chrI	14990001	15000000	2.7408093435181
chrI	15000001	15010000	0.980475189744614
chrII	10001	20000	1.88716257992988
chrII	80001	90000	2.21299739661581
chrII	90001	100000	1.36833448678329
chrII	100001	110000	1.50141186490835
chrII	110001	120000	2.29968497892352
chrII	120001	130000	2.64224005469716
chrII	130001	140000	3.90527579950533
chrII	170001	180000	3.10118713356767
chrII	180001	190000	3.80871954091816
chrII	190001	200000	1.97386724868942
chrII	200001	210000	4.36654802493768
chrII	290001	300000	1.45116339917783
chrII	330001	340000	2.289423871113
chrII	350001	360000	6.97360983681444
chrII	360001	370000	1.25889934586853
chrII	370001	380000	0.941369870727076
chrII	380001	390000	4.66601753205996
chrII	610001	620000	1.60454273507995
chrII	630001	640000	2.09585874667456
chrII	640001	650000	2.53763143813348
chrII	660001	670000	3.33925792231362
chrII	670001	680000	3.48005071908859
chrII	680001	690000	2.41283696426222
chrII	690001	700000	7.09945325283486
chrII	730001	740000	3.95978066986915
chrII	740001	750000	4.18314897024517
chrII	760001	770000	1.8706385974016
chrII	770001	780000	6.61715841395459
chrII	780001	790000	6.5397876828012
chrII	790001	800000	8.50851161082888
chrII	800001	810000	7.05354816169032
chrII	810001	820000	4.34973292582839
chrII	820001	830000	7.10324192414325
chrII	830001	840000	7.01402207321861
chrII	840001	850000	1.90535619943466
chrII	850001	860000	1.96096926006648
chrII	860001	870000	1.33697323993807
chrII	1020001	1030000	2.28380290905133
chrII	1070001	1080000	5.59071926512179
chrII	1160001	1170000	2.98146154319171
chrII	1170001	1180000	3.64578365448296
chrII	1190001	1200000	4.74870559803946
chrII	1220001	1230000	1.60123829624742
chrII	1250001	1260000	6.38910960091295
chrII	1260001	1270000	5.6319448149145
chrII	1270001	1280000	4.32989711619298
chrII	1280001	1290000	4.25655003842592
chrII	1370001	1380000	1.6021382634854
chrII	1380001	1390000	5.06900223210147
chrII	1390001	1400000	5.53763699018553
chrII	1400001	1410000	1.03829223364893
chrII	1430001	1440000	2.60511409107863
chrII	1470001	1480000	1.05992411225904
chrII	1480001	1490000	3.67102331274198
chrII	1570001	1580000	2.53340198164547
chrII	1580001	1590000	5.12485658501208
chrII	1590001	1600000	6.27416939111044
chrII	1600001	1610000	4.87894783150489
chrII	1610001	1620000	4.16810121110813
chrII	1620001	1630000	5.74981115534214
chrII	1630001	1640000	4.31704154579943
chrII	1700001	1710000	1.47179893971651
chrII	1730001	1740000	3.2439049154687
chrII	1760001	1770000	2.21730902217423
chrII	1790001	1800000	5.50655834495943
chrII	1800001	1810000	2.34294736016962
chrII	1830001	1840000	2.83921424316033
chrII	1870001	1880000	6.96014799801372
chrII	1880001	1890000	7.77772113157615
chrII	1890001	1900000	4.93907180501841
chrII	1900001	1910000	5.35808526270447
chrII	1910001	1920000	4.38637392574524
chrII	1920001	1930000	2.76046715223596
chrII	1930001	1940000	3.50203006734864
chrII	1940001	1950000	1.69739244551905
chrII	1950001	1960000	4.2567305527978
chrII	1960001	1970000	5.84475682707725
chrII	1980001	1990000	3.5597956167778
chrII	1990001	2000000	2.56698785254294
chrII	2000001	2010000	3.06702214923363
chrII	2010001	2020000	5.22996120617065
chrII	2020001	2030000	6.78130498448738
chrII	2030001	2040000	6.2338731397497
chrII	2040001	2050000	4.39739245213719
chrII	2070001	2080000	4.1241967178429
chrII	2080001	2090000	8.2332329805712
chrII	2100001	2110000	3.6552871802171
chrII	2110001	2120000	2.75752870889046
chrII	2150001	2160000	4.16477470600275
chrII	2160001	2170000	1.34219051551371
chrII	2230001	2240000	3.59900380154645
chrII	2250001	2260000	3.92595118208314
chrII	2260001	2270000	7.33185661329805
chrII	2270001	2280000	5.07779734480152
chrII	2280001	2290000	4.61972181412068
chrII	2300001	2310000	1.04023744924761
chrII	2310001	2320000	0.998269778946163
chrII	2320001	2330000	1.8851250273457
chrII	2330001	2340000	2.65890232567127
chrII	2350001	2360000	2.7040415668815
chrII	2360001	2370000	7.95549509466659
chrII	2370001	2380000	1.99963463664372
chrII	2380001	2390000	2.05971542555655
chrII	2390001	2400000	4.19751055574219
chrII	2400001	2410000	4.35765696506303
chrII	2410001	2420000	3.59411172891119
chrII	2420001	2430000	1.85323377983061
chrII	2460001	2470000	5.13785157423648
chrII	2490001	2500000	3.82117367875547
chrII	2510001	2520000	8.16024879999722
chrII	2520001	2530000	4.75832522904783
chrII	2530001	2540000	3.10063982428583
chrII	2540001	2550000	5.30842359171067
chrII	2550001	2560000	2.37353869282393
chrII	2580001	2590000	2.90624185232621
chrII	2590001	2600000	5.6534074281709
chrII	2600001	2610000	4.8426778699553
chrII	2610001	2620000	4.89993922562487
chrII	2620001	2630000	6.21066459496628
chrII	2630001	2640000	8.18653887115953
chrII	2640001	2650000	2.22568540539173
chrII	2650001	2660000	5.9955647543528
chrII	2670001	2680000	0.995547131742708
chrII	2690001	2700000	2.42599078073849
chrII	2700001	2710000	5.43112095090555
chrII	2720001	2730000	2.58323526180107
chrII	2740001	2750000	7.7289104470385
chrII	2750001	2760000	2.09806544123511
chrII	2820001	2830000	2.56732534793181
chrII	2840001	2850000	4.14750395357316
chrII	2860001	2870000	2.2347264022948
chrII	2870001	2880000	2.96374058624671
chrII	2900001	2910000	5.42766181962282
chrII	2920001	2930000	1.21945634696575
chrII	2930001	2940000	3.01785800534353
chrII	2940001	2950000	4.27844344362926
chrII	2950001	2960000	5.52029269275556
chrII	3010001	3020000	3.11337040823235
chrII	3040001	3050000	3.94845674578962
chrII	3130001	3140000	6.25129552938539
chrII	3140001	3150000	7.26517892970504
chrII	3150001	3160000	8.87165841156544
chrII	3160001	3170000	8.37948237532274
chrII	3170001	3180000	4.60311065594041
chrII	3180001	3190000	2.73545633892177
chrII	3190001	3200000	3.82168166743676
chrII	3200001	3210000	1.7267739138531
chrII	3210001	3220000	5.84082032568072
chrII	3220001	3230000	3.31123971858349
chrII	3230001	3240000	5.8107050173393
chrII	3240001	3250000	3.6327048983087
chrII	3290001	3300000	2.94001479313411
chrII	3330001	3340000	1.69667082941575
chrII	3350001	3360000	2.51675802586429
chrII	3360001	3370000	3.85528359656963
chrII	3390001	3400000	3.66372623342713
chrII	3400001	3410000	4.20721499534143
chrII	3410001	3420000	5.94696528904664
chrII	3420001	3430000	5.05535619248003
chrII	3430001	3440000	3.09765511142968
chrII	3440001	3450000	3.99537645114641
chrII	3450001	3460000	8.21835692164201
chrII	3460001	3470000	5.9024520628737
chrII	3560001	3570000	5.37596516910343
chrII	3570001	3580000	4.94686706053881
chrII	3580001	3590000	4.1350200284215
chrII	3600001	3610000	3.59557978880378
chrII	3610001	3620000	2.63531535568311
chrII	3620001	3630000	3.67515331461402
chrII	3660001	3670000	1.26900729205685
chrII	3690001	3700000	3.20852002439574
chrII	3700001	3710000	2.21635297757226
chrII	3710001	3720000	5.60923148451594
chrII	3720001	3730000	1.1103911713759
chrII	3760001	3770000	2.83746933674972
chrII	3770001	3780000	1.63710381470916
chrII	3790001	3800000	1.76212743472637
chrII	3830001	3840000	4.11498683465634
chrII	3840001	3850000	7.17390073419731
chrII	3850001	3860000	7.4469958612788
chrII	3860001	3870000	7.03396742338085
chrII	3870001	3880000	3.33158042963837
chrII	3880001	3890000	3.23162400667543
chrII	3910001	3920000	3.24479471861503
chrII	4000001	4010000	2.97875642289192
chrII	4010001	4020000	2.79626367062893
chrII	4020001	4030000	1.2618594306458
chrII	4060001	4070000	1.31075846595759
chrII	4070001	4080000	2.34495666244212
chrII	4110001	4120000	4.1464203111012
chrII	4140001	4150000	5.97749238122401
chrII	4160001	4170000	7.84623175627162
chrII	4170001	4180000	3.22491941805194
chrII	4190001	4200000	2.51897764222907
chrII	4220001	4230000	4.56454119010358
chrII	4250001	4260000	3.68934080438097
chrII	4260001	4270000	4.38577406710616
chrII	4270001	4280000	3.00939504052723
chrII	4280001	4290000	3.43185636087162
chrII	4350001	4360000	1.95630515273904
chrII	4360001	4370000	2.87173929269577
chrII	4390001	4400000	3.06348749813242
chrII	4440001	4450000	2.94268459319103
chrII	4500001	4510000	1.0902096584552
chrII	4620001	4630000	1.64922268061011
chrII	4630001	4640000	5.81365442652529
chrII	4640001	4650000	5.70286666270567
chrII	4650001	4660000	4.21470027655858
chrII	4660001	4670000	3.53335900179395
chrII	4860001	4870000	3.41099185844834
chrII	4870001	4880000	1.86617689882521
chrII	5100001	5110000	4.30410988844783
chrII	5110001	5120000	5.08692125640802
chrII	5120001	5130000	6.02221655555238
chrII	5130001	5140000	4.70733683266108
chrII	5140001	5150000	2.84966873808657
chrII	5150001	5160000	1.64127984249608
chrII	5160001	5170000	6.5369520637961
chrII	5240001	5250000	3.10017285256535
chrII	5250001	5260000	3.00613922616799
chrII	5260001	5270000	4.07079530788661
chrII	5270001	5280000	3.14771866730254
chrII	5280001	5290000	1.9559747598088
chrII	5310001	5320000	2.7662450894438
chrII	5430001	5440000	1.08067988455644
chrII	5490001	5500000	1.56030047368657
chrII	5770001	5780000	2.11653419549748
chrII	5860001	5870000	1.18695120973894
chrII	5890001	5900000	2.25446590738819
chrII	5950001	5960000	2.13622208459777
chrII	5970001	5980000	3.53574950995033
chrII	5980001	5990000	2.80883774083506
chrII	5990001	6000000	4.9585182407972
chrII	6000001	6010000	4.69594171043045
chrII	6010001	6020000	3.67338734000699
chrII	6030001	6040000	4.98373078328537
chrII	6140001	6150000	2.8207451451718
chrII	6150001	6160000	2.90090301880157
chrII	6160001	6170000	7.20803237463346
chrII	6180001	6190000	1.27176463409079
chrII	6210001	6220000	5.28700732082217
chrII	6220001	6230000	2.4611873638079
chrII	6460001	6470000	2.04820893776361
chrII	6470001	6480000	3.40943849992074
chrII	6500001	6510000	5.14731702819929
chrII	6510001	6520000	1.48982219244878
chrII	6650001	6660000	3.40820538012906
chrII	6670001	6680000	2.83342761198811
chrII	6750001	6760000	3.07741672207694
chrII	6760001	6770000	2.67832910956605
chrII	6770001	6780000	1.83774473576814
chrII	7210001	7220000	2.69180241678986
chrII	7230001	7240000	2.92511400686729
chrII	7260001	7270000	1.79360299812968
chrII	7280001	7290000	2.07090469759009
chrII	7430001	7440000	3.00759436362374
chrII	7460001	7470000	5.30816037447518
chrII	7490001	7500000	5.55622168191802
chrII	7500001	7510000	5.42368502966188
chrII	7510001	7520000	4.04566121441023
chrII	7540001	7550000	1.56776180511005
chrII	7570001	7580000	1.01451959959102
chrII	7580001	7590000	6.47860172631678
chrII	7730001	7740000	5.47561250885652
chrII	7740001	7750000	4.86674920778129
chrII	7920001	7930000	3.34619768029477
chrII	7930001	7940000	2.5000223261014
chrII	7950001	7960000	2.14020660348386
chrII	7960001	7970000	1.44225314313675
chrII	7980001	7990000	3.04874818366088
chrII	7990001	8000000	5.60093565364784
chrII	8190001	8200000	3.68325286056965
chrII	8240001	8250000	2.69585313183528
chrII	8290001	8300000	5.64623941086054
chrII	8300001	8310000	1.92301556266665
chrII	8330001	8340000	2.60765276641571
chrII	8350001	8360000	1.6143881359058
chrII	8360001	8370000	2.97602419763176
chrII	8370001	8380000	3.03013692115373
chrII	8390001	8400000	1.38764425876731
chrII	8610001	8620000	1.99170958872263
chrII	8630001	8640000	1.2841408780501
chrII	8820001	8830000	1.00905223583207
chrII	8860001	8870000	1.55821446600601
chrII	8950001	8960000	1.72764116938681
chrII	9120001	9130000	2.47413436767395
chrII	9140001	9150000	3.36799505657272
chrII	9370001	9380000	1.78033122227998
chrII	9380001	9390000	1.97538548292376
chrII	9390001	9400000	1.37313467554075
chrII	9400001	9410000	4.07668159158278
chrII	9430001	9440000	5.93591139423155
chrII	9440001	9450000	5.12364636876737
chrII	9450001	9460000	2.00011697548606
chrII	9510001	9520000	2.64456955667086
chrII	9520001	9530000	0.846225042325383
chrII	9530001	9540000	4.69508772313969
chrII	9540001	9550000	3.98933653230114
chrII	9550001	9560000	2.35631920071902
chrII	9780001	9790000	1.37129501775559
chrII	9800001	9810000	2.77807551955551
chrII	9840001	9850000	2.2513988839589
chrII	9850001	9860000	3.40648695146913
chrII	9860001	9870000	5.4297488604599
